;0;1;2;3;4;teams;date
28;ANGE1;oskar;HObbit;ISSAA;;HellRaisers;2019/march/25
29;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/march/25
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/april/1
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/april/1
2;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/april/1
3;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/april/1
4;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/april/1
5;f0rest;GeT_RiGhT;draken;Lekr0;REZ;Ninjas in Pyjamas;2019/april/1
6;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/april/1
7;FalleN;fer;coldzera;TACO;felps;MIBR;2019/april/1
8;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/april/1
9;cadiaN;aizy;Kjaerbye;gade;valde;North;2019/april/1
10;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/april/1
11;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/april/1
12;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/april/1
13;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/april/1
14;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/april/1
15;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/april/1
16;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/april/1
17;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/april/1
18;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/april/1
19;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/april/1
20;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/april/1
21;Summer;BnTeT;Attacker;somebody;xccurate;TYLOO;2019/april/1
22;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/april/1
23;advent;zhokiNg;aumaN;Kaze;Freeman;ViCi;2019/april/1
24;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/april/1
25;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/april/1
26;bondik;WorldEdit;Kvik;Boombl4;n0rb3r7;Winstrike;2019/april/1
27;CRUC1AL;Surreal;SPELLAN;k1to;broky;Epsilon;2019/april/1
28;ANGE1;oskar;HObbit;ISSAA;;HellRaisers;2019/april/1
29;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/april/1
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/april/8
1;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/april/8
2;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/april/8
3;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/april/8
4;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/april/8
5;f0rest;GeT_RiGhT;draken;Lekr0;REZ;Ninjas in Pyjamas;2019/april/8
6;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/april/8
7;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/april/8
8;FalleN;fer;coldzera;TACO;felps;MIBR;2019/april/8
9;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/april/8
10;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/april/8
11;cadiaN;aizy;Kjaerbye;gade;valde;North;2019/april/8
12;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/april/8
13;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/april/8
14;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/april/8
15;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/april/8
16;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/april/8
17;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/april/8
18;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/april/8
19;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/april/8
20;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/april/8
21;Summer;BnTeT;Attacker;somebody;xccurate;TYLOO;2019/april/8
22;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/april/8
23;advent;zhokiNg;aumaN;Kaze;Freeman;ViCi;2019/april/8
24;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/april/8
25;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/april/8
26;CRUC1AL;Surreal;SPELLAN;k1to;broky;Epsilon;2019/april/8
27;ANGE1;oskar;loWel;HObbit;ISSAA;HellRaisers;2019/april/8
28;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/april/8
29;TaZ;MINISE;rallen;mouz;dycha;devils.one;2019/april/8
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/april/15
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/april/15
2;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/april/15
3;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/april/15
4;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/april/15
5;FalleN;fer;coldzera;TACO;felps;MIBR;2019/april/15
6;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/april/15
7;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/april/15
8;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/april/15
9;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/april/15
10;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/april/15
11;cadiaN;aizy;Kjaerbye;gade;valde;North;2019/april/15
12;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/april/15
13;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/april/15
14;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/april/15
15;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/april/15
16;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/april/15
17;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/april/15
18;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/april/15
19;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/april/15
20;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/april/15
21;CRUC1AL;Surreal;SPELLAN;k1to;broky;Epsilon;2019/april/15
22;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/april/15
23;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/april/15
24;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/april/15
25;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/april/15
26;Summer;BnTeT;Attacker;somebody;xccurate;TYLOO;2019/april/15
27;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/april/15
28;advent;zhokiNg;aumaN;Kaze;Freeman;ViCi;2019/april/15
29;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/april/15
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/april/22
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/april/22
2;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/april/22
3;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/april/22
4;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/april/22
5;FalleN;fer;coldzera;TACO;felps;MIBR;2019/april/22
6;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/april/22
7;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/april/22
8;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/april/22
9;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/april/22
10;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/april/22
11;cadiaN;aizy;Kjaerbye;gade;valde;North;2019/april/22
12;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/april/22
13;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/april/22
14;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/april/22
15;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/april/22
16;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/april/22
17;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/april/22
18;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/april/22
19;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/april/22
20;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/april/22
21;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/april/22
22;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/april/22
23;CRUC1AL;Surreal;SPELLAN;k1to;broky;Epsilon;2019/april/22
24;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/april/22
25;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/april/22
26;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/april/22
27;TaZ;MINISE;rallen;mouz;dycha;devils.one;2019/april/22
28;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/april/22
29;Summer;BnTeT;Attacker;somebody;xccurate;TYLOO;2019/april/22
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/april/29
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/april/29
2;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/april/29
3;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/april/29
4;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/april/29
5;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/april/29
6;FalleN;fer;coldzera;TACO;felps;MIBR;2019/april/29
7;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/april/29
8;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/april/29
9;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/april/29
10;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/april/29
11;cadiaN;aizy;Kjaerbye;gade;valde;North;2019/april/29
12;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/april/29
13;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/april/29
14;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/april/29
15;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/april/29
16;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/april/29
17;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/april/29
18;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/april/29
19;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/april/29
20;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/april/29
21;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/april/29
22;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/april/29
23;TaZ;MINISE;rallen;mouz;dycha;Aristocracy;2019/april/29
24;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/april/29
25;CRUC1AL;Surreal;SPELLAN;k1to;broky;Epsilon;2019/april/29
26;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/april/29
27;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/april/29
28;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/april/29
29;Summer;BnTeT;Attacker;somebody;xccurate;TYLOO;2019/april/29
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/may/6
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/may/6
2;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/may/6
3;AdreN;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/may/6
4;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/may/6
5;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/may/6
6;FalleN;fer;coldzera;TACO;felps;MIBR;2019/may/6
7;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/may/6
8;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/may/6
9;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/may/6
10;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/may/6
11;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/may/6
12;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/may/6
13;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/may/6
14;aizy;Kjaerbye;JUGi;gade;valde;North;2019/may/6
15;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/may/6
16;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/may/6
17;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/may/6
18;Sico;dexter;erkaSt;malta;DickStacy;Grayhound;2019/may/6
19;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/may/6
20;friberg;es3tag;mertz;stavn;blameF;Heroic;2019/may/6
21;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/may/6
22;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/may/6
23;TaZ;MINISE;rallen;mouz;dycha;Aristocracy;2019/may/6
24;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/may/6
25;zeff;XigN;HSK;xeta;stax;MVP PK;2019/may/6
26;syrsoN;Spiidi;denis;mirbit;faveN;Sprout;2019/may/6
27;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/may/6
28;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/may/6
29;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/may/6
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/may/13
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/may/13
2;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/may/13
3;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/may/13
4;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/may/13
5;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/may/13
6;NEO;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/may/13
7;FalleN;fer;coldzera;TACO;felps;MIBR;2019/may/13
8;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/may/13
9;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/may/13
10;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/may/13
11;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/may/13
12;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/may/13
13;aizy;Kjaerbye;JUGi;gade;valde;North;2019/may/13
14;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/may/13
15;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/may/13
16;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/may/13
17;gob b;tabseN;tiziaN;nex;XANTARES;BIG;2019/may/13
18;Sico;dexter;erkaSt;malta;DickStacy;Grayhound;2019/may/13
19;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/may/13
20;friberg;es3tag;NaToSaphiX;stavn;blameF;Heroic;2019/may/13
21;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/may/13
22;zeff;XigN;HSK;xeta;stax;MVP PK;2019/may/13
23;TaZ;MINISE;rallen;mouz;dycha;Aristocracy;2019/may/13
24;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/may/13
25;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/may/13
26;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/may/13
27;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/may/13
28;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/may/13
29;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/may/13
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/may/20
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/may/20
2;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/may/20
3;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/may/20
4;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/may/20
5;FalleN;fer;coldzera;TACO;felps;MIBR;2019/may/20
6;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/may/20
7;NEO;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/may/20
8;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/may/20
9;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/may/20
10;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/may/20
11;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/may/20
12;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/may/20
13;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/may/20
14;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/may/20
15;aizy;Kjaerbye;JUGi;gade;valde;North;2019/may/20
16;Sico;dexter;erkaSt;malta;DickStacy;Grayhound;2019/may/20
17;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/may/20
18;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/may/20
19;gob b;tabseN;tiziaN;denis;XANTARES;BIG;2019/may/20
20;ANGE1;oskar;loWel;ISSAA;nukkye;HellRaisers;2019/may/20
21;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/may/20
22;friberg;es3tag;NaToSaphiX;stavn;blameF;Heroic;2019/may/20
23;facecrack;almazer;FL1T;xsepower;Jerry;forZe;2019/may/20
24;zeff;XigN;HSK;xeta;stax;MVP PK;2019/may/20
25;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/may/20
26;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/may/20
27;TaZ;MINISE;rallen;mouz;dycha;Aristocracy;2019/may/20
28;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/may/20
29;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/may/20
0;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/may/27
1;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/may/27
2;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/may/27
3;Edward;Zeus;flamie;s1mple;electroNic;Natus Vincere;2019/may/27
4;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/may/27
5;FalleN;fer;coldzera;TACO;felps;MIBR;2019/may/27
6;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/may/27
7;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/may/27
8;NEO;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/may/27
9;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/may/27
10;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/may/27
11;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/may/27
12;aizy;Kjaerbye;JUGi;gade;valde;North;2019/may/27
13;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/may/27
14;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/may/27
15;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/may/27
16;Sico;dexter;erkaSt;malta;DickStacy;Grayhound;2019/may/27
17;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/may/27
18;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/may/27
19;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/may/27
20;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/may/27
21;gob b;tabseN;tiziaN;denis;XANTARES;BIG;2019/may/27
22;friberg;es3tag;NaToSaphiX;stavn;blameF;Heroic;2019/may/27
23;ANGE1;oskar;loWel;ISSAA;nukkye;HellRaisers;2019/may/27
24;cajunb;RUSH;autimatic;vice;Golden;Cloud9;2019/may/27
25;zeff;XigN;HSK;xeta;stax;MVP PK;2019/may/27
26;SZPERO;Furlan;GruBy;phr;kaper;AGO;2019/may/27
27;HUNDEN;Bubzkji;b0RUP;acoR;sjuush;Tricked;2019/may/27
28;ShahZaM;dephh;stanislaw;Rickeh;SicK;Complexity;2019/may/27
29;chopper;S0tF1k;COLDYY1;sdy;iDISBALANCE;Spirit;2019/may/27
0;nitr0;NAF;EliGE;Stewie2K;Twistzz;Liquid;2019/june/3
1;Xyp9x;dupreeh;gla1ve;device;Magisk;Astralis;2019/june/3
2;allu;Aerial;xseveN;Aleksib;sergej;ENCE;2019/june/3
3;NBK-;RpK;apEX;ALEX;ZywOo;Vitality;2019/june/3
4;NEO;olofmeister;GuardiaN;NiKo;rain;FaZe;2019/june/3
5;Zeus;flamie;s1mple;electroNic;Boombl4;Natus Vincere;2019/june/3
6;Xizt;JW;twist;KRIMZ;Brollan;fnatic;2019/june/3
7;FalleN;fer;coldzera;TACO;felps;MIBR;2019/june/3
8;f0rest;GeT_RiGhT;dennis;Lekr0;REZ;Ninjas in Pyjamas;2019/june/3
9;daps;tarik;Brehze;Ethan;CeRq;NRG;2019/june/3
10;arT;yuurih;VINI;KSCERATO;ableJ;FURIA;2019/june/3
11;jks;AZR;jkaem;Gratisfaction;Liazz;Renegades;2019/june/3
12;JACKZ;shox;kennyS;AMANEK;Lucky;G2;2019/june/3
13;karrigan;chrisJ;woxic;frozen;ropz;MOUZ;2019/june/3
14;aizy;Kjaerbye;JUGi;gade;valde;North;2019/june/3
15;fitch;SANJI;buster;Qikert;Jame;AVANGAR;2019/june/3
16;huNter-;LETN1;nexa;ottoNd;EspiranTo;Valiance;2019/june/3
17;Sico;dexter;erkaSt;malta;DickStacy;Grayhound;2019/june/3
18;bubble;v1c7oR;blocker;SHiPZ;poizon;Windigo;2019/june/3
19;steel;freakazoid;koosta;WARDELL;neptune;Ghost;2019/june/3
20;Snappi;MSL;k0nfig;niko;refrezh;OpTic;2019/june/3
